node_id,tkc_value
1,0.009852500839313117
2,0.00785683768370197
3,0.01793540608611477
4,0.005748352380140453
5,0.0092377453294084
6,0.008206376416068029
7,0.008994555780202989
8,0.007286141622585908
9,0.008526096769266899
10,0.007565697077117867
11,0.0063929445105844526
12,0.007236535597309814
13,0.0061234309594899354
14,0.005806355812887258
15,0.006724830080585947
16,0.006610214621602692
17,0.005203430634232863
18,0.005202099302017203
19,0.005183451582358576
20,0.005124853131791523
21,0.009368723645317874
22,0.006417397427138436
23,0.009299871931637428
24,0.005401456097831305
25,0.006523812966115821
26,0.005602031282464979
27,0.009284661342132601
28,0.00931143420804077
29,0.005615568519632825
30,0.009281761452975395
31,0.009082438731380892
32,0.009069310387594922
33,0.005661736395166046
34,0.009028461464308767
35,0.005462187951032232
36,0.006475044439588567
37,0.005149541123385365
38,0.008543451049473152
39,0.007013265514303047
40,0.005190877023619956
41,0.006492792613283643
42,0.008917427131464489
43,0.008913489615450208
44,0.008786844311712633
45,0.006452524900574057
46,0.006346662310741147
47,0.005225406760862223
48,0.007986603198888562
49,0.008239632166876606
50,0.007221637589839181
51,0.008768951661269968
52,0.007894142202948226
53,0.008453597485249612
54,0.008414755916807534
55,0.008383807607095116
56,0.007889174267500385
57,0.007537414481941552
58,0.008211778172283512
59,0.006310049281480628
60,0.0071959781204826165
61,0.007182871422552364
62,0.0065864970361546185
63,0.006875407433687644
64,0.006128329932100735
65,0.00541169760802977
66,0.005335883873941848
67,0.008128752951243719
68,0.008103283123921036
69,0.0069146075170610395
70,0.005664117694116328
71,0.00806786972349799
72,0.008051226745610079
73,0.007839865656755266
74,0.008021983071630975
75,0.007915082627459423
76,0.007808247074648136
77,0.007768368146342895
78,0.005602158290194323
79,0.0160720699177712
80,0.19927436696618991
81,0.09275068950970472
82,0.05992957903385833
83,0.026348440830479256
84,0.33452049572555714
85,0.036390581476470715
86,0.00809591860545424
87,0.006764398586544944
88,0.016180548291166236
89,0.016149069187069088
90,0.007026828869531457
91,0.008011400775677522
92,0.008009634749071246
93,0.007139113826730226
94,0.00813425362122543
95,0.02058313795148187
96,0.0
97,0.05238859430003466
98,0.02236847711510994
99,0.05649550879684011
100,0.05214242690864163
101,0.03136064314501703
102,0.031955421987562814
103,0.016027903258341792
104,0.0
105,0.06700214053560517
106,0.04569392403976819
107,0.0
108,0.0
109,0.007829824747961654
110,0.1189020495707741
111,0.007747887935359369
112,0.007747138026778014
113,0.006849403845929764
114,0.0076693430350781465
115,0.19521675215542328
116,0.007658684103508687
117,0.0076541197750741915
118,0.05076259121325036
119,0.0840687607941387
120,0.03766104272291291
121,0.029565809659730186
122,0.0075949051536504724
123,0.016203586606224136
124,0.0224264730485149
125,0.08728280638860178
126,0.045315056146784466
127,0.014553604592716624
128,0.007165911542659427
129,0.007390913373884921
130,0.05211965347665584
131,0.013277032557434303
132,0.012933893650826507
133,0.01462612138342941
134,0.007184728289154794
135,0.007234324280306567
136,0.006070899864737989
137,0.05206418881518352
138,0.021292210649019868
139,0.006634082206158371
140,0.02108318832401606
141,0.007002711983738402
142,0.00697442887503535
143,0.0067940469716752105
144,0.0065961494475304016
145,0.006596136988509125
146,0.006918366253370523
147,0.013833713032035894
148,0.027592176230224606
149,0.04456214488286073
150,0.006556589692162731
151,0.22217744945397394
152,0.013737381440872201
153,0.006459164837678293
154,0.17382922231291792
155,0.01375499696573681
156,0.03181364790918416
157,0.006764669852805212
158,0.00676485330363096
159,0.013529107095258246
160,0.006021937880432723
161,0.0067207214883675225
162,0.3171713462659901
163,0.006078175747032604
164,0.01867998218700517
165,0.012452429732593076
166,0.05200860512024362
167,0.06359846459851873
168,0.16570249422566455
169,0.006439876011813132
170,0.019281298557217587
171,0.012530375340049632
172,0.0062790740636888
173,0.012528428941874179
174,0.12492783029960555
175,0.030711891127049237
176,0.030140285146133303
177,0.05021206024104921
178,0.030141856799315875
179,0.04023119368823679
180,0.01009046936964203
181,0.03013746828164677
182,0.030140450307221105
183,0.030142174409562114
184,0.010090469295578715
185,0.040226250688572815
186,0.030140449834097707
187,0.030140072934423254
188,0.03014011977928714
189,0.03013737284805306
190,0.030140449630562803
191,0.03013747605664529
192,0.030140449407539502
193,0.03014220289530091
194,0.03014024842692433
195,0.039629210810856845
196,0.030140091238543998
197,0.030137485340125027
198,0.030137495158735046
199,0.03013749524243408
200,0.04010616615799708
201,0.020053354770128217
202,0.030137488479538746
203,0.01009046909733323
204,0.030140100612456106
205,0.030142632870365726
206,0.030140074625965553
207,0.030137507369887705
208,0.010090468979694893
209,0.010090468836922906
210,0.045223009480424126
211,0.010090468609083077
212,0.049291141226918564
213,0.010090468573687646
214,0.020180936217815963
215,0.061798340494166375
216,0.05962629493696668
217,0.030025476785773615
218,0.010090445800491319
219,0.010090445795733469
220,0.01009044573953138
221,0.010090445726893348
222,0.010090445685856929
223,0.02016418811438369
224,0.03027025634005517
225,0.016269290274258094
226,0.04036176826020627
227,0.020180887426784488
228,0.020180887068781298
229,0.010090445556205757
230,0.0635071385793153
231,0.06199516968320083
232,0.08493951137149218
233,0.01009031585770335
234,0.05000838519402767
235,0.030270918886779376
236,0.010090307991404247
237,0.04998763395473058
238,0.030270492598487582
239,0.010090304247562673
240,0.030038972727674293
241,0.039508745790476585
242,0.14142434747943503
243,0.12401834160728394
244,0.05462000420393838
245,0.010090303724574359
246,0.01009030369102483
247,0.010090303683899267
248,0.04025954157275549
249,0.12228851712356853
250,0.01009030250744695
251,0.010090302492156882
252,0.01009030246603017
253,0.016089545273868463
254,0.030269767302341433
255,0.010090302341483049
256,0.010090302321888048
257,0.010090302316247062
258,0.038836277104009886
259,0.020180577195336814
260,0.01009029730986365
261,0.05276947931098604
262,0.07181868210718499
263,0.3155423202116877
264,0.010089362866264003
265,0.01008936283379853
266,0.010089362820136593
267,0.019034069193465904
268,0.05074375146180738
269,0.010089360347507357
270,0.050409639105621365
271,0.12083916100904848
272,0.02017869918911147
273,0.05044094392762434
274,0.010089350691070696
275,0.0201785296255629
276,0.0480058139512873
277,0.30628755493979254
278,0.16940118677716906
279,0.010089349895264341
280,0.010089349890711021
281,0.010089349876022896
282,0.024751482443538593
283,0.18912487080370194
284,0.010089349583142154
285,0.24806962035243343
286,0.023049222054701238
287,0.030220474469512433
288,0.030097209279763552
289,0.03022047732330601
290,0.1050436169978847
291,0.0201782524416352
292,0.020178253204244385
293,0.020178244109409542
294,0.020178246588952245
295,0.02017866486553787
296,0.010089338220286818
297,0.010089337975321182
298,0.010089337965481449
299,0.26915109209695876
300,0.03026522072218811
301,0.030267561933737995
302,0.030267561753932602
303,0.0302654367892253
304,0.029652371103678455
305,0.03026520126984581
306,0.030262461388829445
307,0.03026550512112143
308,0.03026522454806521
309,0.030265225770102357
310,0.020177275040142585
311,0.020177220693152538
312,0.02017740655171832
313,0.020177415609387458
314,0.020176110682833717
315,0.020177222985751867
316,0.020176111609336814
317,0.020177423792358158
318,0.020175893001776087
319,0.02017589323830831
320,0.020175903482322344
321,0.020175903520760922
322,0.02017590260775599
323,0.020175868489625683
324,0.030265241519563044
325,0.02017590396036037
326,0.020175873760063884
327,0.020177427213511227
328,0.020178465821165874
329,0.010089335105396106
330,0.01008933510040297
331,0.010089335022862524
332,0.010089335007736271
333,0.01008933490890169
334,0.010089334903761708
335,0.010089334863522998
336,0.010089325814238572
337,0.010089325809833323
338,0.010089325761816101
339,0.01008932575344613
