node_id,tkc_value
1,0.006444587673729439
2,1.138495294678618
3,0.06683554940418238
4,0.37291841549871096
5,0.028205252337907646
6,0.8672443408526502
7,0.06261721928142155
8,0.005157415270805609
9,0.053722616808678215
10,0.09383909395086455
11,0.07712807704568171
12,0.044270274773935074
13,0.02750553126916345
14,0.05336289790248575
15,0.06121630679426774
16,0.015778812187221807
17,0.015249909431330819
18,0.15655944087244394
19,0.01803451193050168
20,0.05832587777131841
21,0.022518755600142062
22,0.04378485961721123
23,0.02066952432382147
24,0.016097029591973785
25,0.055941147588183575
26,0.02678532755501458
27,0.06375539621265797
28,0.028315601841426542
29,0.025168919393814142
30,0.02818307834849291
31,0.023003797452947842
32,0.0404433364826921
33,0.039447195404437585
34,0.0353155874719333
35,0.029762353586180307
36,0.02718170490873985
37,0.027643202492435355
38,0.027121841016541904
39,0.03890499865684758
40,0.025463813181092577
41,0.037306505380550206
42,0.024013864138673267
43,0.026998009921851984
44,0.03800125519306978
45,0.03979969816534532
46,0.03962273682111662
47,0.031581990975911994
48,0.03203906444083819
49,0.03210146105785967
50,0.028736218684733687
51,0.029132874291406142
52,0.02176106907858316
53,0.038343898244911134
54,0.032796594671924625
55,0.022000453228700197
56,0.021699096355925953
57,0.03080642305788065
58,0.030678596057414634
59,0.027054285607856214
60,0.027220481777665697
61,0.027172215659127
62,0.027801068445834885
63,0.025276874928654446
64,0.027277829626591383
65,0.03744330358984793
66,0.02990098868720217
67,0.03379372782676744
68,0.03631189160438294
69,0.03376479297337812
70,0.03285464071661093
71,0.029664868563168013
72,0.07623870375277672
73,0.040666227129126147
74,0.037402232086324726
75,0.037195327938133474
76,0.025137656135577884
77,0.039676948585018045
78,0.02699330829640673
79,0.03824783625448202
80,0.033252778556925155
81,0.034957364307456155
82,0.03689499884453963
83,0.031417178760571596
84,0.03295419255618638
85,0.030077229865827566
86,0.022372529810630523
87,0.04926130190186212
88,0.03472581496056254
89,0.02750703696190018
90,0.025837652512250082
91,0.04266453185514964
92,0.03634413396644313
93,0.026204641774349457
94,0.03594384737671379
95,0.02569643039443968
96,0.026809725359734336
97,0.03950085472406254
98,0.028548133341858756
99,0.03916922415304568
100,0.035513399327371416
101,0.04946049196335494
102,0.037405232835212084
103,0.056155053010407005
104,0.04253579976312761
105,0.028252923331597405
106,0.023811640902546113
107,0.029137565804412468
108,0.057567542839332284
109,0.03612443169822075
110,0.04609853833173058
111,0.03916826482607098
112,0.03916826551916691
113,0.024017099517051246
114,0.09930649261676801
115,0.0231739635004898
116,0.04633901252989611
117,0.025765536976764394
118,0.030542885666297086
119,0.027162210415981724
120,0.03318478123980563
121,0.03793637807164741
122,0.03197920451863369
123,0.03578219798571947
124,0.032107699066796724
125,0.03538375509032972
126,0.021809883055997008
127,0.03076471279098144
128,0.02908839060006103
129,0.026837176501240654
130,0.03916830101560236
131,0.03117651590541474
132,0.03755417315584075
133,0.02147962197738377
134,0.03876163421815523
135,0.03563742981704466
136,0.05088524499505238
137,0.0676927049165906
138,0.043179854605058396
139,0.03030184578771387
140,0.10420258682421003
141,0.0652133072241792
142,0.11280924380077892
143,0.033776188001593585
144,0.03014177760064264
145,0.026530254678106997
146,0.04076613846944351
147,0.03789003216926183
148,0.03359613942415648
149,0.10492361192143139
150,0.03859109797769564
151,0.022229599861954375
152,0.03762285040257398
153,0.03933907687924064
